ID,MASS,TYPE,NAME,ENGINE,LAUNCH,LENGTH,ORIGIN,WEIGHT,WARHEAD,DESIGNED,DIAMETER,GUIDANCE,PROPELLANT
68,"483 to 497 kg (1,065 to 1,095 lb)",Glide bomb,AGM-154 Joint Standoff Weapon,,XM501 Non-Line-of-Sight Launch System,410 cm (160 in),,Mark 54 Light Torpedo,BLU-97/B - Combined Effects Bomblets (JSOW A)BLU-108 - Sensor fused weapon (JSOW B - now cancelled)BROACH multi-stage warhead (JSOW C),,GBU-53/B Small  Bomb II,"Inertial Navigation System coupled with Global Positioning System, terminal Infrared homing (AGM-154C Only)",
165,"3,800 kg[3]",SRBM,DF-11,ingle-tage olid-propellant rocket,Road-mobile TEL,,,,"500 kg: 2/10/20 kiloton nuclear warhead, fuel-air explosive (FAE), chemical, or submunition[3]",,,Astro-inertial guidance (including ring-laser gyroscope) + Beidou satellite guidance,
166,"6,200 kg",SRBM,DF-15,Single-tage olid-propellant rocket,Road-mobile TEL,9.1 m,,,"Nuclear 50-350 Kt, or conventionalManeuverable reentry vehicles [1]",,1.0 m,Astro-inertial guidance (including ring-laser gyroscope) + Beidou,
168,,IRBM,DF-25,two-tage olid-propellant rocket,road-mobile Transporter erector launcher[2],,,,1 or more (up to 3) nuclear or conventional warheads.,,,Inertial guidance/BeiDou Navigation Satellite System + terminal active radar homing guidance[2],
171,Fully loaded: 41.7 t Empty: 3.15 t," numbers(1947–1955)
",R-12 Dvina,,open-launch and silo-based,"22,100 mm",,,Thermonuclear,,"1,650 mm",autonomous inertial,liquid (AK-27I / TM-185)[4]
173,," 69 RPG
",Emad (missile),,,,,,1,,1.25 meters,,liquid fuel
175,,,Enzian,,,,,,,,,,
180,"3,500 kg"," 69 RPG
",Fateh-110,"Single tage, olid fuel rocket",mobile launcher,8.90 m,,[citation needed]," [citation needed]
",,0.60 m,Inertial & electro-optical terminal (according to Iranian media)[1]GNSS (according to Western analysts)[2],
279,,,MGM-157 EFOGM,,,,,,,,,,
280,,,MGM-166 LOSAT,,,,,,,,,,
284,,,Project Nike,,,,,," nuclear
",,,,
286,,,MIM-46 Mauler,,,,,,,,,,
289,67 kg,Surface-to-air missile,Roland (missile),Dual-thrut olid-fueled rocket:,,2.40 m,,,6.5 kg (14.3 lb) pre-fragmented high-explosive,1963,16 cm,tracking radar,
296,71.2 tonnes,ICBM,MR-UR-100 Sotka,,Launches,"22,510 mm",,,1 or 4,,"2,250 mm",inertial,
302,,,Nulka,,,,,,,,,,
305,,,KSShch,,,,,,,,,,
195,,,Global Rocket 1,,Launch Weight,Total,,," Yield
",,Missile,,
202,,,Peenemünde,,,,,,,,,,
204,,Federal state unitary enterprise,TsNIIMash,Reearch and Development Intitute of Mechanical ering,,,,,,,,,
222,," 64 tank
",Hsiung Feng I,,,,,,,,,,
232,,,Jericho (missile),,Launch location,,,,,,,,
233,"14,700 kilograms (32,400 lb)",SLBM,JL-1,,Xia class submarine,10.7 metres (35 ft),,,nuclear,1970s,,Inertial,Solid fuel
239,," 69 RPG
",Persian Gulf (missile),Solid (ingle tage),mobile launcher,8.86 m,,,650 kg,,0.61 m,,
255,"19,500 kg (43,000 lb)",SLBM,M2 (missile),"Two-tage olid-fuel rocket440 kN (99,000 lbf)",Redoutable-class SNLEs (SSBNs),10.67 m (35.0 ft),,,,,1.52 m (5 ft 0 in),Inertial,
256,"36,000 kg (79,000 lb)",SLBM,M4 (missile),Three tage Solid-fuel rocket,Redoutable-class submarines,11.5 m (38 ft),,,"6 × TN 71 MIRV, with penetration aids",,1.93 m (6 ft 4 in),Inertial,
257,"52,000 kg",SLBM,M51 (missile),three-tage olid-fuel rocket (ammonium perchlorate compoite propellant),Triomphant-class submarinesSNLE 3G (planned),12.0 m,,,"M51.1 = 6 to 10 TN 75 MIRV 110 kiloton (kt) (420 TJ), with penetration aids.M51.2 (2015) = using the new Tête nucléaire océanique 100 kt / CEP 150–200 m[1][2]M51.2 (2015) = using the new TNO BC 300 kt / CEP 150–200 m[3]",,2.3 m,Astro-inertial guidance. Galileo system is planned.,
259,35 t,SLBM,M45 (missile),3-tage Solid-fuel rocket,Triomphant-class submarines,11.05 m (36.3 ft),,,6 x 110 kt TN 75,,1.93 m (6.3 ft),Inertial plus computer payload control,
263,,,CITEFA MP-1000 Martin Pescador,,,,,,,,,,
270,,Cruise missile of aircraft,MGM-13 Mace,,,,,,,,,,
116,,,ASRAD-R,,,,,,,,,,
131,,,Bantam (missile),,,,,,,,,,
133,,Unmanned aerial vehicle / Aerial target of aircraft,Ryan Firebee,,,,,,,,,,
146,,,Brakemine,,,,,,,,,,
159,80.4 tonnes,ICBM,R-9 Desna,,,"24,190 mm",,,1,From 1959,"2,680 mm","inertial, Control system by NII-885 of N.A.Pilyugin and M.S.Ryazanski. Gyroscopes by NII-944 of V.I.Kuznetsov.",
161,,,Dongfeng (missile),,,,,,,,,,
450,135 kg,Anti-submarine weapon,Terne ASW,Solid-fueled Rocket; 52 kN (11700 lb),Land and Naval ships,1.95 m,,,50 kg,,0.21 m,Unguided rocket + depth charge,
453,,Multiple rocket launcher,TOROS artillery rocket system,,Launcher pods,,,,,,,,
465,,,Voivode,,,,,,,,,,
307,,,PAAMS,,,,,,,,,,
313,,,Polyphem,,,,,,,,,,
323,Qassam 1: 35 kg;Qassam 2: 40 kg;Qassam 3: 50 kg;Qassam 4: 40–50 kg[1],,Qassam rocke,,,Qassam 1: 180 cm;Qassam 2: 180 cm;Qassam 3: 220 cm;Qassam 4: 244 cm[1],, Qassam 1: 5 kg;Qassam 2: 10 kg;Qassam 3: 20 kg;Qassam 4:~10 kg, Qassam 1: 5 kg;Qassam 2: 10 kg;Qassam 3: 20 kg;Qassam 4:~10 kg,2001,Qassam 1: 11.5 cm;Qassam 2: 11.5 cm;Qassam 3: 11.5 cm;Qassam 4: 11.5 cm[1],,Solid fuel (sugar and potassium nitrate mix)
324,"6,155 kg (13,569 lb)[1]"," 69 RPG
",Qiam 1,Liquid fuel rocket,Multiple[3],11.5 m (38 ft)[1],,,"750 kg (1,650 lb) High explosive (HE) fragmentation, submunitions, nuclear possible[1]",,0.88 m (2.9 ft) (body),Inertial navigation system,
330,," numbers(1947–1955)
",R-11 Zemlya,,,,,,,,,,
331,,,R-13 (missile),,,,,,,,,,
333,,,R-15 (missile),,,,,,,,,,
334,"Between 140.6 tonnes (154,98 tons) and 141.2 tonnes (155,65 tons), depending on warhead[2]",,R-16 (missile),,,"Between 30,440 mm (99.86 ft) and 34,300 mm (112.53 ft), depending on warhead[2]",,,,,"3,000 mm (9.84 ft)",inertial guidance,AK27I + UDMH
340,,,R-46 (missile),,,,,,,,,,
343,,,RBS 23,,,,,,,,,,
349,"23,000 pounds (10,000 kg)[1]",Cruise missile,SSM-N-9 Regulus II,"1x General Electric J79-GE-3 turbojet  1x Rocketdyne olid-fueled rocket[1]15,600 lbf (69 kN) + 135,000 lbf (600 kN)[1]",Launching,57 feet 6 inches (17.53 m)[1],,,W27 Thermonuclear weapon[1],,50 inches (1.3 m)[1],Inertial[1],
375,"43,000 kg",Intercontinental ballistic missile,RT-21 Temp 2S,,Mobile launcher vehicle,"18,500 mm",,,Single 0.65-1.5 Mt warhead,,"1,790 mm",Inertial,
395,,,Saegheh,,,,,,,,,,
398,22.5 tonnes[1]," 69 RPG
",Sejjil,,Mobile launcher[5],18.2 m[1],," 500-1,500 kg[2]"," 500-1,500 kg[2]",,1.25 m[1],Inertial - GPS[citation needed],Solid fuel
401,,s of tools,Scalpel,,,,,,,,,,
402,,,Scapegoa,,,,,,,,,,
411,41.4-42.3 tonnes,ICBM,UR-100,,Launches,"16,930 mm",,,1,,"2,000 mm",inertial,
412,"5,860 kg",Tactical SRBM,Shahab-1,,,10.94 m,,,"1,000 kg",,0.885 m,Inertial,
413,"6,370–6,500 kg",Tactical SRBM,Shahab-2,Liquid,,11.37–12.29 m,,,770kg[2],,0.885 m,inertial,
414,,Strategic MRBM,Shahab-3,Liquid propellant rocket[2],Launch vehicles,,,,"One (1,200 kg or 2,600 lb) at 1,000-2,000 km[1]– five cluster munition warheads in new models (280 kg or 620 lb) each warhead, each warhead can target different destinations.",,1.2 m (3 ft 11 in),inertial navigation system,
416,,,Shahab-5,,,,,,,,,,
417,,,Shahab-6,,Launch vehicles,,,,,,,,
424,," 64 tank
",Sky Bow,,,,,,,,,,
429,"8,945 lb (4,057 kg) including booster",Cruise Missile,XSM-73 Goose,,Zero-length ground launcher.,33 ft 6 in (10.21 m),,,None,,,Autopilot integrated with a rate integrating gyroscope pre-programmed to turn the SM-73.,"Thiokol solid-propellant rocket; 50,000 lbf (222 kN) thrust for 3 seconds."
430,"5,000 lb (2,268 kg) to 7,500 lb (3,402 kg)",Decoy missile,XSM-74,,Zero-length ground launcher,29 ft 5 in (9 m),,,None,,,,
431,,,Spider,,,,,,,,,,
433,"126.3 t (278,000 lb)",ICBM,UR-100N,,Launches,27.5 m (90 ft 3 in),,,1 x 1 Mt or 6 x 400 kt[1],,2.48 m (8 ft 2 in),inertial,
441,,,SS-N-22,,,,,,,,,,
445,Super 530F: 245 kg (540 lb),,Super 530,Solid-fuel rocket motor,,Super 530F: 3.54 m (11 ft 7 in),,,30 kg (66 lb) high-explosive fragmentation,,263 mm (10.4 in),Semi-active radar homing (SARH)[1],
630,,,Precision-guided munition,,,,,,,,,,
783,," 69 RPG
",Paveh cruise missile,,,,,,,,,,
787,," 69 RPG
",Ghassed,,,,,,,,,,
788,,Supercavitation Torpedo,Hoot (torpedo),Solid-fuel rocket,,,,,High explosive,,,,
790,,,S-24 rocke,,,,,,,,,,
794,,,Bina (missile),,,,,,,,,,
795,560 kg,Air-to-surface missile,Zoobin,Solid rocket engine,,3.18 m,,,Tritonal or Minol,,408 mm,TV-homing,
800,,,Radar,,,,,,,,,,
801,,,Ghamar (3D radar),,,,,,,,,,
803,,,Sepehr (radar),,,,,,,,,,
810,," 63
",Korean People's Army Strategic Force,,,,,,,,,,
814,," 63
",KN-24,Solid fuel rocket,tracked or 8×8 wheeled TEL[2],7.2 metres,,,"400–500 kg (880–1,100 lb)",2019,1.1 metres,"Inertial navigation system (INS), possible satellite navigation",
815,"3,000 kg (6,600 lb)"," 63
",KN-25,,Wheeled or tracked vehicle,8.2 m (27 ft),,,,2019,600 mm KN24 450 mm KN25 MRL,Possibly inertial with satellite,
818,," 63
",Hwasong-5,,,,,,"Conventional high-explosive, Fragmentation, Chemical VX warhead",,,,
819,," 63
",Hwasong-6,Liquid,,12 m,,,"Conventional high-explosive, Fragmentation, Chemical VX warhead",,0.88 m,Inertial,
633,,,KAB-500KR,,,,,,,,,,
634,,,Dong Neng-3,,,,,,,,,,
635,,,Dong Neng-2,,,,,,,,,,
637,,,Project 640,,,,,,,,,,
640,,,Short range air defense,,,,,,,,,,
642,,,HQ-11,,,,,,,,,,
647,,,FB-10,,,,,,,,,,
648,,,Beyond-visual-range missile,,,,,,,,,,
650,,,PL-17,,,,,,,,,,
653,,,PL-7,,,,,,,,,,
656,,,Transporter erector launcher,,,,,,,,,,
663,,,Tractor uni,,,,,,,,,,
666,Nanking acre," 97 Service Dress
",People's Liberation Army,er [zh],,,,,,,,Central Guidance Commission on Building Spiritual Civilization,
684," destruction
",s,Torpedo,,,,,,,,,,
689,,,Defence Research and Development Organisation,Armament & Combat ering Sytem,,,,,,,,,
695,,,Laser-guided bomb,,,,,,,,,,
697,,,KAB-500L,,,,,,,,,,
698,,,Paveway,,XM501 Non-Line-of-Sight Launch System,,,Mark 54 Light Torpedo,,,,,
699,,,Griffin LGB,,,,,,,,,,
704,,,Air-to-Air Stinger,,,,,,,,,,
706,," 53
",Integrated Guided Missile Development Programme,,,,,,,,,,
710,,,Islamic Revolutionary Guard Corps Aerospace Force,,Launch market competition,,,,,,,,
713,,,Falaq-1,,,,,,,,,,
714,,,Falaq-2,,,,,,,,,,
719,360 kg,Rocket artillery,Oghab,Solid-fuel rocket,,4.82 m,,,Up to three,,23 cm,None,
720,,,Rocket artillery,,,,,,,,,,
721,"2,650 kg",Rocket artillery,Tondar-69,Two-tage olid-fuel and/or liquid fuel,,10.8 m,,,Single warhead,,"0.65 m (first stage), 0.5 m (second stage)",Inertial with command updates[1],
723,,Artillery rocket,Naze'a,Solid,Transporter erector launcher,,,,,,,,
725,"3,545 kg",Artillery rocket,Zelzal-2,Solid,Transporter erector launcher,16 m,,,one,,610 mm,None,
726,3.6–3.87 tonnes depending on model.," 69 RPG
",Zelzal-3,Solid,Transporter erector launcher,9–9.6 m depending on model,,,One,,610 mm,Inertial plus GPS[3],
730,"3,245 kg"," 69 RPG
",Fateh-313,ingle-tage olid rocket motor,mobile launcher,"8,756 mm",, 380 kg, 380 kg,,612 mm,Inertial & electro-optical terminal,
737,," 69 RPG
",Ghadr-110,"Firt tage liquid,Second tage olid",,,,,One,,,"Inertial guidance, Global Positioning System",
739,,Strategic MRBM,Fajr-3 (missile),Liquid,,,,,3 Conventional warheads,,,Inertial,
740,," 69 RPG
",Dezful (missile),,,,,,,,,,
742,,Strategic MRBM,Ashoura (missile),olid fuel rocket[1],,,,,One,,2.2 m,inertial,
745,,,Project Koussar,,,,,,,,,,
764,,,Qaem,,,,,,,,,,
770,,,Sadid-1,,,,,,,,,,
774,," 69 RPG
",Noor (missile),turbojet engine,Ships/Ground-launchers/Planes,,,,high-explosive fragmentation,,,Inertial navigation/active radar homing terminal guidance,
776,100 kg," 69 RPG
",Kowsar,Solid rocket engine,Ground-based vehicles and Zolfaghar class fast attack craft,2.507 m,,,29 kg time-delayed semi-armour-piercing high-explosive,,0.18 m,"TV-homing, Infra-red, millimetre radar",
781,," 69 RPG
",Meshkat (missile),,,,,,,,,,
468,,,Ruhrstahl X-4,,,,,,,,,,
472,,,Lists of weapons,er,,,,,,,,,
481,,,Model rocke,,,,,,,,,,Anatomy of a basic black-powder model rocket motor. A typical motor is about 7 cm (2.8 in) long. 1. Nozzle; 2. Case; 3. ; 4. Delay charge; 5. Ejection charge; 6. End cap
484,,,NATO reporting name,,,,,,,,,,
506,,,Man-portable air-defense system,,,,,,,,,,
508,,,Rocket (weapon),,,,,,,,,,
509,,,Radar guidance,,,,,,,,,,
510,,,Radar altimeter,,,,,,,,,,
513,,,Passive radar,,,,,,,,,,
514,,,Track-via-missile,,,,,,,,,,
521,,s,Laser guidance,,,,,,,,,,
523,,,Guided bomb,,,,,,,,,,
526,,,Inertial navigation system,,,,,,,,,,
527,,,TERCOM,,,,,,,,,,
528,,,Automatic target recognition,,,,,,,,,,
529,,,Radio control,,,,,,,,,,
530,,,Television guidance,,,,,,,,,,
532,,,Compass,,,,,,,,,,
538,,,Sounding rocke,,,,,,,,,,
542,,,Aviation,ering,,,,,,,,,
543,,,Lists of aviation topics," number
",,,,Maximum takeoff,,,,,
551,,,Lists of airlines,,,,,,,,,,
554,,,Lists of airports,,,,,,,,,,
556,,,Civil aviation authority,,,,,,,,,,
563,,,Timeline of aviation,,,,,,,,,,
575,,,Flight airspeed record,,,,,,,,,,
576,,Bristol  138,Flight altitude record,,,,,,,,,,
577,"",,Flight distance record,,,,,,,,,,
586,,,China,,,,,,,,,,
590,,,BRE (rocket),,,,,,,,,,
591,,,WM-80,,,,,,,,,,
592,," 98
",Weishi rockets,,,,,,,,,,
595,,,Hypersonic speed,,,,,,,,,,
603,,,YJ-22,,,,,,,,,,
1026,,,Red Hebe,,,,,,,,,,
1036,,,Nuclear weapons delivery,ering,,,,,,,,,
1037,,,Blue Water (missile),,,,,,,,,,
1041,,,1963 United States Tri-Service rocket and guided missile designation system,,Launched from a submarine or other underwater device,,,,,,,,
1043,"10,710 pounds (4,860 kg)",Surface-to-air missile,Nike Hercules,"Booter: Hercule M42 olid-fueled rocket cluter (4× M5E1 Nike booter) 978 kilonewton (220,000 lbf)Sutainer: Thiokol M30 olid-fueled rocket 44.4 kilonewton (10,000 lbf)",,41 feet (12 m) overall26 feet 10 inches (8.18 m) second stage,,,"initially W7 (2.5 or 28 kt[1]: 52 [verification needed] later W31 nuclear 2 kt (M-97) or 20 kt (M-22)[2]: 45  or T-45 HE warhead weighing 1,106 pounds (502 kg) and containing 600 pounds (270 kg) of HBX-6 M17 blast-fragmentation",,booster 31.5 inches (800 mm)second stage 21 inches (530 mm),command guidance,solid fuel
1047,,Sporting,Beechcraft AQM-37 Jayhawk,,XM501 Non-Line-of-Sight Launch System,,,Mark 54 Light Torpedo,,,,,
1056,,Unmanned Aerial Vehicle of aircraft,Northrop BQM-74 Chukar,,,,,"This section may lend undue  to certain ideas, incidents, or controversies. Please help to create a more balanced presentation. Discuss and resolve this issue before removing this message.  (May 2020)",,,,,
1057,,,BQM-90,,,,,,,,,,
1060,,Unmanned Aerial Vehicle (UAV) of aircraft,Boeing YQM-94 B-Gull,,,,,,,,,,
825,~80 tonnes," 63
",Taepodong-2,Liquid,Launch pad,~30 m,,,,,2.0–2.2 m,Inertial,
832,,,KN-19,,,,,,,,,,
833,,,SS-N-3 Shaddock,,,,,,,,,,
839,,,3M6 Shmel,,,,,,,,,,
842,,,MAZ-7310,,,,,,,,,,
843,,,Multiple rocket launcher,,,,,,,,,,
849,," 63
",1993 North Korean missile tes,,,,,,,,,,
850,," 63
",2006 North Korean missile tes,,Launch site,,,,,,,,
851,," 63
",2009 North Korean missile tests,,,,,,,,,,
852,," 63
",2013 North Korean missile tests,,,,,,,,,,
853,," 63
",2014 North Korean missile tests,,,,,,,,,,
854,," 63
",2017 North Korean missile tests,,,,,,,,,,
855,," 63
",2021–2023 North Korean missile tests,,,,,,,,,,
859,,,Pakistan,,,,,,,,,,
860,,,Pakistani missile research and development program,Karachi Shipyard & ering Work,,,,,,,,,
871,,,Glide bomb,,,,,,,,,,
879," media
",,Russia,,,,,,,,,,
889,,,KSR-5,,,,,,,,,,
913,,,Navy,er,,,,,,,,,
930,40.3 tonnes[1],SLBM,R-29RM Shtil,Three-tage liquid fueled tage uing N2O4/UDMH propellant[3],,14.8 metres[1],,,"The payload (2800 kg) was capable of carrying ten 100 kT yield MIRV warheads, though only a four MIRV warhead version entered production.",,1.9 m[1],Astroinertial[1],
933,,Strategic SLBM,R-39M,,,,,,10,,,Astro-inertial,
934,"Whole system: 19.4 tMissile: 800 kg (1,800 lb)",Anti-submarine missile,RPK-9 Medvedka,,,5.53 m (18.1 ft),,,MPT-1UE-Torpedo,,400 mm (16 in),,
963,,Active phased array radar station,5N65 radar,,,,,,,,,,
965,,,Duga radar,,,,,,,,,,
969,,,Baranavichy Radar Station,,,,,,,,,,
986,,,Burya,,,,,,,,,,
987,,,RSS-40 Buran,,,,,,,,,,
989,,,Taifun 9M15,,,,,,,,,,
998,,,RS-82 (rocket family),,,,,,,,,,
1005,,,Tumansky RD-9,Abbreviation: HS - HuoSai - Piton,,,,,,,,,
1007,,,Tumansky R-13,,,,,,,,,,
1008,,,Tumansky R-15,,,,,,,,,,
1009,,,Tumansky R-25,,,,,,,,,,
1010,,,Tumansky R-29,,,,,,,,,,
1012,,,Klimov VK-1,Abbreviation: HS - HuoSai - Piton,,,,,,,,,
1061,,Unmanned aerial vehicle (UAV) of aircraft,Ryan YQM-98 R-Tern,,,,,,,,,,
1062,,Interceptor aircraft of aircraft,Convair F-102 Delta Dagger," failure.[58]
",,,,,,,,,
1063,,Unmanned aerial vehicle of aircraft,Ryan Model 147,,,,,,,,,,
1085,,,GQM-163 Coyote,,,"18.4 ft (5.62 m) without booster, 31.4 ft (9.56 m) with booster",,,,,"14 in (35 cm), booster: 18 in (46 cm)",,Aerojet MARC-R-282 solid-fueled ducted rocket/ramjet engine
1087,,aerial target of aircraft,Griffon Aerospace MQM-170 Outlaw,,,,,,,,,,
1095,,Standoff air-launched cruise missile,AGM-181 LRSO,,B-52 Stratofortress,,,,W80 Mod 4 thermonuclear weapon,,,,
1100,,,Common Missile,,,,,,,,,,
1107,,,Long-Range Engagement Weapon,,XM501 Non-Line-of-Sight Launch System,,,Mark 54 Light Torpedo,,,GBU-53/B Small  Bomb II,,
1110,,,Miniature Self-Defense Missile,,,,,,,,GBU-53/B Small  Bomb II,,
1111,,,Network Centric Airborne Defense Elemen,,XM501 Non-Line-of-Sight Launch System,,,Mark 54 Light Torpedo,,,,,
1117,600 lb (270 kg),Surface-to-surface missile,Ground Launched Small Diameter Bomb,M26 rocket motor,M270 MLRSM142 HIMARSOr can be launched from its own launch container,12 ft 10 in (3.91 m)SDB length is 5 ft 11 in (1.80 m)[1],, 93 kg (205 lb)[2][3]Explosive fill: 16 kg (35 lb) AFX-757 Insensitive munition certified PBX[3][4][2][5]Penetration: greater than 3 ft (0.91 m) of steel reinforced concrete[6], 93 kg (205 lb)[2][3]Explosive fill: 16 kg (35 lb) AFX-757 Insensitive munition certified PBX[3][4][2][5]Penetration: greater than 3 ft (0.91 m) of steel reinforced concrete[6],,9+1⁄2 in (240 mm)SDB packed height is 7.75 in (197 mm)SDB packed width is 7.5 in (190 mm)[1],GPS supported INS,
1128,,,Wikipedia:Abou,,,,,,,,,,
1129,,,Wikipedia:General disclaimer,,,,,,,,,,
